id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
599661,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
607542,API,Google,No,No,0,1.0,493,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
634592,Landing Page Submission,Google,No,No,1,4.0,1552,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
631746,Landing Page Submission,Google,No,No,0,7.0,159,2.33,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,14.0,No
588102,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
650684,Landing Page Submission,Google,No,No,1,3.0,781,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
611078,API,Organic Search,No,No,0,3.0,18,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
579533,Landing Page Submission,Direct Traffic,No,No,1,6.0,1279,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
607133,Landing Page Submission,Direct Traffic,No,No,0,2.0,52,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
620563,API,Google,No,No,0,8.0,89,2.67,View in browser link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
600793,Landing Page Submission,Google,No,No,1,4.0,1205,4.0,Unreachable,Marketing Management,,No,No,No,No,No,No,,,No
627065,API,Chat,No,No,1,3.0,1317,1.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
651262,Landing Page Submission,Google,No,No,0,5.0,376,5.0,Unreachable,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
627853,API,Google,No,No,0,2.0,1602,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
624815,Landing Page Submission,bing,No,No,1,3.0,399,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
612637,API,Google,No,No,1,2.0,970,1.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
622177,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,555,1.0,Email Bounced,Retail Management,,No,No,No,No,No,No,,,Yes
604692,Landing Page Submission,Organic Search,No,No,1,3.0,1382,3.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,Yes
644881,API,Direct Traffic,No,No,0,20.0,1165,2.5,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
655492,Landing Page Submission,Direct Traffic,No,No,0,4.0,1447,4.0,SMS Sent,Operations Management,,No,No,No,No,No,No,14.0,16.0,Yes
624357,Landing Page Submission,Google,Yes,No,0,3.0,383,3.0,Unsubscribed,Business Administration,Unemployed,No,No,No,No,No,No,,,No
589781,Landing Page Submission,Direct Traffic,No,No,0,1.0,186,1.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
632269,API,Google,No,No,1,4.0,343,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
657247,Lead Add Form,Reference,No,No,1,,803,,,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
617975,Landing Page Submission,Direct Traffic,No,No,1,4.0,1246,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
592648,Landing Page Submission,Direct Traffic,No,No,0,2.0,1601,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
633775,API,Google,No,No,1,2.0,1494,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
652401,Landing Page Submission,Organic Search,No,No,0,3.0,121,3.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,17.0,No
655103,API,Referral Sites,No,No,0,3.0,235,3.0,Email Opened,,,No,No,No,No,No,No,14.0,13.0,No
589450,Landing Page Submission,Organic Search,No,No,0,4.0,301,4.0,Email Opened,Business Administration,,No,No,No,No,No,No,15.0,17.0,No
654934,Landing Page Submission,Google,No,No,0,2.0,125,2.0,Chat Conversation,Operations Management,,No,No,No,No,No,No,14.0,18.0,No
588899,Landing Page Submission,Direct Traffic,No,No,1,2.0,682,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
630628,Landing Page Submission,Direct Traffic,No,No,0,2.0,298,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
626270,Landing Page Submission,Direct Traffic,No,No,1,2.0,630,2.0,SMS Sent,E-COMMERCE,,No,No,No,No,No,No,,,Yes
645243,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,17.0,No
594523,Landing Page Submission,Google,No,No,1,4.0,752,4.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,12.0,15.0,No
611225,Lead Add Form,Reference,No,No,1,,1168,,,Select,Unemployed,No,No,No,No,No,No,,,No
643208,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
608077,Landing Page Submission,Direct Traffic,No,No,0,12.0,1354,6.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
605065,Landing Page Submission,Direct Traffic,No,No,0,4.0,29,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
602193,API,Direct Traffic,No,No,0,2.0,596,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
587649,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
613698,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,125,2.0,Unsubscribed,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
660471,Landing Page Submission,Google,No,No,1,1.0,1013,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,No
622608,Landing Page Submission,Google,No,No,1,4.0,1266,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
582381,API,Google,No,No,1,5.0,952,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
631159,Landing Page Submission,Google,No,No,0,3.0,323,3.0,Email Opened,Hospitality Management,,No,No,No,No,No,No,,,No
604266,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,94,1.0,Email Bounced,Finance Management,,No,No,No,No,No,No,,,Yes
617213,Landing Page Submission,Direct Traffic,No,No,0,2.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
580322,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,16.0,No
652806,API,Google,No,No,0,2.0,1450,2.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
590261,API,Google,No,No,0,3.0,252,3.0,Form Submitted on Website,Finance Management,,No,No,No,No,No,No,10.0,15.0,Yes
632374,Landing Page Submission,Direct Traffic,No,No,1,4.0,1655,1.33,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,Yes
622643,Landing Page Submission,Google,No,No,0,1.0,1403,1.0,Converted to Lead,Marketing Management,,No,No,No,No,No,No,,,No
597968,Landing Page Submission,Direct Traffic,No,No,0,2.0,33,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
588682,API,Organic Search,No,No,1,7.0,987,1.17,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,No
601816,API,Google,No,No,0,2.0,31,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
594057,API,Google,No,No,1,2.0,1599,1.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
631393,Landing Page Submission,Direct Traffic,No,No,0,2.0,212,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
656276,API,Chat,No,No,0,0.0,0,0.0,Unreachable,,,No,No,No,No,No,No,15.0,15.0,No
583641,API,Google,No,No,0,8.0,33,1.6,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
607134,Landing Page Submission,Google,No,No,0,2.0,91,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
588696,API,Google,No,No,0,1.0,2059,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
586427,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
657313,Landing Page Submission,Direct Traffic,No,No,1,2.0,526,2.0,Form Submitted on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
588939,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,929,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,14.0,16.0,Yes
642242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,15.0,No
612657,Landing Page Submission,Google,No,No,0,2.0,31,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
582307,Landing Page Submission,Direct Traffic,No,No,1,3.0,278,1.5,Page Visited on Website,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,20.0,Yes
616521,Landing Page Submission,Google,No,No,1,5.0,1063,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
630222,Landing Page Submission,Direct Traffic,No,No,0,23.0,351,3.83,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
614930,API,Google,No,No,0,2.0,1237,1.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
655156,Landing Page Submission,Direct Traffic,No,No,0,4.0,217,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,16.0,Yes
628347,Landing Page Submission,Direct Traffic,No,No,1,24.0,1500,2.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
608427,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
629451,API,Google,No,No,1,2.0,1051,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
626569,Landing Page Submission,Google,No,No,0,5.0,122,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
624575,API,Google,No,No,0,2.0,369,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
598876,Landing Page Submission,Direct Traffic,No,No,0,4.0,32,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
626545,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
584514,Landing Page Submission,Direct Traffic,No,No,0,1.0,261,1.0,Converted to Lead,E-COMMERCE,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
588711,Landing Page Submission,Direct Traffic,No,No,0,1.0,9,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
589754,Landing Page Submission,Organic Search,No,No,0,3.0,442,3.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,16.0,Yes
633341,Landing Page Submission,Google,No,No,0,2.0,1007,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
599590,Landing Page Submission,Organic Search,No,No,0,5.0,363,2.5,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
646238,Landing Page Submission,Direct Traffic,No,No,0,3.0,224,3.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
609419,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
614900,Landing Page Submission,Direct Traffic,No,No,1,2.0,1585,2.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,Yes
591094,Landing Page Submission,Direct Traffic,No,No,0,2.0,96,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
632449,API,Google,No,No,0,5.0,644,5.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,12.0,No
579884,Landing Page Submission,Organic Search,No,No,1,8.0,1372,4.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
606821,Landing Page Submission,Google,No,No,0,3.0,264,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
594343,Landing Page Submission,Direct Traffic,No,No,0,2.0,1107,2.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,13.0,16.0,Yes
592219,Landing Page Submission,Direct Traffic,No,No,0,4.0,54,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
605458,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
640115,Lead Add Form,,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
636666,Landing Page Submission,Google,No,No,0,4.0,75,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
592608,Landing Page Submission,Direct Traffic,Yes,No,1,27.0,212,2.45,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
636280,Landing Page Submission,Google,No,No,0,5.0,41,5.0,SMS Sent,Media and Advertising,,No,No,No,No,No,No,13.0,15.0,Yes
658779,API,Organic Search,No,No,0,10.0,194,5.0,Email Link Clicked,Media and Advertising,Unemployed,No,No,No,No,No,No,13.0,15.0,No
596142,Landing Page Submission,Organic Search,No,No,0,4.0,726,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
604323,Landing Page Submission,Google,No,No,0,2.0,340,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
585405,Landing Page Submission,Direct Traffic,No,No,0,1.0,247,1.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,16.0,16.0,Yes
606337,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
637236,Landing Page Submission,Direct Traffic,No,No,1,4.0,1882,2.0,Converted to Lead,Retail Management,,No,No,No,No,No,No,13.0,18.0,Yes
592012,Landing Page Submission,Direct Traffic,No,No,1,3.0,755,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
592427,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
654254,Landing Page Submission,Organic Search,No,No,0,2.0,414,2.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,13.0,14.0,Yes
610956,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
630039,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
636978,API,Google,No,No,1,2.0,1264,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
595137,Landing Page Submission,Direct Traffic,No,No,1,7.0,1058,1.75,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
659853,API,Google,No,No,1,3.0,885,1.5,Had a Phone Conversation,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
622705,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
581667,Landing Page Submission,Direct Traffic,No,No,0,2.0,321,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
583687,Landing Page Submission,Direct Traffic,No,No,0,4.0,425,2.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
602769,API,Google,Yes,No,0,8.0,396,4.0,SMS Sent,,,No,No,No,No,No,No,,,No
603499,Landing Page Submission,Organic Search,No,No,0,7.0,5,7.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
640435,Landing Page Submission,Google,No,No,0,4.0,137,4.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,18.0,No
609192,API,Google,No,No,1,3.0,1287,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
586864,Landing Page Submission,Direct Traffic,No,No,0,7.0,340,2.33,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
590711,Landing Page Submission,Direct Traffic,No,No,1,4.0,1503,2.0,SMS Sent,Healthcare Management,Student,No,No,No,No,No,No,14.0,15.0,No
626947,Landing Page Submission,Google,No,No,0,7.0,23,3.5,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
605271,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
629645,Landing Page Submission,Direct Traffic,No,No,1,3.0,294,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,Yes
588165,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
609024,Landing Page Submission,Direct Traffic,No,No,0,2.0,567,2.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
605481,Landing Page Submission,Direct Traffic,No,No,0,2.0,246,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
597443,API,Google,No,No,0,2.0,247,2.0,Chat Conversation,,,No,No,No,No,No,No,,,No
610860,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609068,Landing Page Submission,Organic Search,No,No,1,9.0,1562,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
617897,Landing Page Submission,Direct Traffic,No,No,0,2.0,31,2.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
623507,Landing Page Submission,Direct Traffic,No,No,0,2.0,848,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
652986,Landing Page Submission,Organic Search,No,No,1,3.0,1746,3.0,Page Visited on Website,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,16.0,13.0,Yes
580595,Landing Page Submission,Google,No,No,1,11.0,1850,5.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes
636127,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,197,1.0,Email Bounced,,,No,No,No,No,No,No,13.0,17.0,No
613650,API,Google,No,No,1,2.0,139,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
596601,Landing Page Submission,Direct Traffic,Yes,No,0,10.0,307,2.5,Page Visited on Website,Services Excellence,,No,No,No,No,No,No,,,Yes
653635,Landing Page Submission,Direct Traffic,No,No,0,11.0,1208,3.67,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,Yes
583614,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,15.0,15.0,No
589220,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
635850,Landing Page Submission,Direct Traffic,No,No,1,5.0,426,5.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
608638,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,330,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
647829,API,Google,No,No,0,4.0,161,1.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
657183,Landing Page Submission,Direct Traffic,No,No,0,3.0,491,3.0,Email Opened,E-Business,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes
584995,Landing Page Submission,Direct Traffic,No,No,0,6.0,23,3.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,11.0,16.0,Yes
643871,Lead Add Form,Reference,No,No,1,,759,,,Business Administration,Unemployed,No,No,No,No,No,No,14.0,19.0,No
642333,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653786,API,Referral Sites,No,No,1,2.0,25,1.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,13.0,No
624682,Landing Page Submission,Google,Yes,No,0,2.0,135,2.0,Email Bounced,Business Administration,,No,No,No,No,No,No,,,No
581712,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,153,2.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,Yes
605325,Landing Page Submission,Google,No,No,0,4.0,750,4.0,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,No
625678,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
654283,API,Organic Search,No,No,0,3.0,726,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
604305,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
581388,API,Google,No,No,0,10.0,438,1.43,Email Opened,,,No,No,No,No,No,No,11.0,15.0,No
652987,Landing Page Submission,Google,No,No,0,2.0,33,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,18.0,No
593625,Landing Page Submission,Organic Search,No,No,0,3.0,195,1.5,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
645308,Landing Page Submission,Google,No,No,1,3.0,423,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,No
611498,Landing Page Submission,Google,No,No,1,4.0,384,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
600400,Landing Page Submission,Direct Traffic,No,No,0,3.0,243,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
645215,API,Google,No,No,0,8.0,397,2.0,Chat Conversation,Human Resource Management,,No,No,No,No,No,No,17.0,15.0,No
640498,Landing Page Submission,Direct Traffic,No,No,0,6.0,1431,6.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,18.0,No
600252,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
642343,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
611651,API,Google,No,No,1,2.0,1260,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
604321,Landing Page Submission,Google,No,No,0,4.0,128,4.0,Email Link Clicked,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
586678,Lead Add Form,,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
606905,Landing Page Submission,Organic Search,No,No,0,9.0,137,9.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
602388,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,368,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,Yes
644143,API,Google,No,No,0,4.0,152,4.0,View in browser link Clicked,Select,Unemployed,No,No,No,No,No,No,11.0,15.0,No
641173,Landing Page Submission,Google,No,No,1,6.0,1830,3.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,17.0,No
643032,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
638616,API,Chat,No,No,0,3.0,406,1.5,Email Link Clicked,IT Projects Management,Unemployed,No,No,No,No,No,No,9.0,11.0,Yes
589488,Landing Page Submission,Google,No,No,1,2.0,1044,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,15.0,17.0,No
611302,Landing Page Submission,Direct Traffic,No,No,0,4.0,21,4.0,SMS Sent,Business Administration,,No,No,No,No,No,No,,,Yes
592524,API,Google,No,No,0,1.0,174,1.0,Converted to Lead,,,No,No,No,No,No,No,16.0,15.0,No
605375,Landing Page Submission,Direct Traffic,No,No,0,2.0,179,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
591197,Landing Page Submission,Direct Traffic,No,No,0,2.0,1245,2.0,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
586552,API,Direct Traffic,No,No,1,2.0,1678,2.0,Had a Phone Conversation,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
657356,API,Google,No,No,0,3.0,389,3.0,Email Opened,,,No,No,No,No,No,No,12.0,15.0,No
635329,Landing Page Submission,Direct Traffic,No,No,0,5.0,1961,5.0,SMS Sent,International Business,,No,No,No,No,No,No,14.0,18.0,Yes
597646,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,384,1.0,Email Bounced,Human Resource Management,,No,No,No,No,No,No,,,Yes
593339,Landing Page Submission,Direct Traffic,No,No,0,2.0,423,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
614222,Landing Page Submission,Direct Traffic,No,No,1,5.0,1880,5.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
643227,API,Google,No,No,0,5.0,220,5.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
591694,Landing Page Submission,Direct Traffic,No,No,1,3.0,886,3.0,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
591530,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
590780,Landing Page Submission,Direct Traffic,No,No,1,3.0,784,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
604411,Lead Add Form,Reference,No,No,1,,1385,,,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
593710,Landing Page Submission,Direct Traffic,No,No,1,7.0,1762,1.4,Chat Conversation,Finance Management,Student,No,No,No,No,No,No,12.0,18.0,Yes
631563,Landing Page Submission,Direct Traffic,No,No,1,7.0,1290,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
631591,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
647517,Landing Page Submission,Google,No,No,1,6.0,543,6.0,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,18.0,No
649488,API,Google,No,No,1,3.0,837,3.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
584357,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
619413,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
585303,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,16.0,15.0,No
612152,Landing Page Submission,Google,No,No,0,4.0,1123,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
603594,Landing Page Submission,Direct Traffic,No,No,0,3.0,107,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,Yes
579802,Landing Page Submission,Organic Search,No,No,0,8.0,397,8.0,Email Opened,Business Administration,,No,No,No,No,No,No,13.0,17.0,Yes
627116,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
629056,API,Chat,No,No,1,0.0,0,0.0,Email Link Clicked,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
